Date;Day;Month;Year;Customer_Age;Age_Group;Customer_Gender;Country;State;Product_Category;Sub_Category;Product;Order_Quantity;Unit_Cost;Unit_Price;Profit;Cost;Revenue;Size;Color;Material;Warranty;Manufacturer;Rating;Shipping_Weight;Delivery_Time;Discount;Eco_Friendly;Shipping_Cost;Shipping_Company;Shipping_Type;Insurance;Return_Policy
19-04-2018;19;April;2018;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;22;4;10;130;88;218;Extra Large;Black;Plastic;2 Years;Manufacturer C;1;8.07;8;19;False;66.17;FedEx;Next Day;Basic;No Return
19-04-2018;19;April;2018;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;17;4;10;100;68;168;Medium;Red;Steel;1 Year;Manufacturer D;5;12.88;6;22;False;55.38;Posti;Express;Basic;No Return
19-04-2023;19;April;2023;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;19;4;10;112;76;188;Extra Large;White;Aluminum;2 Years;Manufacturer C;5;4.82;3;17;True;8.99;Posti;Express;None;No Return
19-04-2019;19;April;2019;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;15;4;10;89;60;149;Extra Large;Blue;Carbon Fiber;Lifetime;Manufacturer D;2;2.74;5;28;False;97.01;Posti;Express;Premium;7 Days
25-06-2022;25;June;2022;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;25;4;10;148;100;248;Small;Green;Aluminum;1 Year;Manufacturer C;1;14.65;6;27;False;80.88;UPS;Same Day;Premium;No Return
25-06-2015;25;June;2015;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;2;4;10;12;8;20;Medium;Green;Plastic;Lifetime;Manufacturer C;2;8.88;4;11;False;32.82;GLS;Express;None;60 Days
25-06-2014;25;June;2014;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;26;4;10;153;104;257;Extra Large;White;Plastic;1 Year;Manufacturer D;3;4.8;8;22;False;98.1;Posti;Express;Premium;30 Days
25-06-2014;25;June;2014;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;1;4;10;6;4;10;Extra Large;Green;Carbon Fiber;1 Year;Manufacturer C;2;8.0;1;5;True;62.18;UPS;Express;Basic;No Return
23-07-2018;23;July;2018;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;20;4;10;118;80;198;Small;Green;Plastic;1 Year;Manufacturer A;2;9.22;3;13;False;60.33;GLS;Express;Basic;No Return
23-07-2016;23;July;2016;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;27;4;10;159;108;267;Extra Large;White;Plastic;2 Years;Manufacturer A;2;5.3;3;27;False;76.07;DHL;Express;Basic;No Return
23-07-2021;23;July;2021;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;21;4;10;124;84;208;Small;Black;Aluminum;3 Years;Manufacturer D;1;11.62;3;16;True;82.12;GLS;Express;Premium;7 Days
23-07-2019;23;July;2019;18;Youth (<25);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;24;4;10;142;96;238;Medium;Green;Aluminum;Lifetime;Manufacturer B;2;1.08;7;5;True;67.37;DHL;Standard;Basic;No Return
13-09-2016;13;September;2016;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;15;10;25;Extra Large;Black;Aluminum;1 Year;Manufacturer B;1;4.0;8;8;False;17.17;GLS;Standard;Basic;60 Days
13-09-2013;13;September;2013;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;12;8;20;Small;Red;Plastic;1 Year;Manufacturer A;4;5.03;8;26;False;37.14;UPS;Express;None;7 Days
13-09-2014;13;September;2014;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;9;6;15;Large;Blue;Plastic;1 Year;Manufacturer D;3;10.99;3;24;True;93.17;UPS;Standard;None;7 Days
13-09-2016;13;September;2016;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;9;6;15;Extra Large;Blue;Steel;2 Years;Manufacturer D;1;12.05;9;10;False;26.34;DHL;Same Day;Basic;30 Days
22-10-2017;22;October;2017;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;24;2;5;70;48;118;Small;Blue;Carbon Fiber;3 Years;Manufacturer B;4;9.56;9;14;False;40.36;Posti;Express;Premium;7 Days
22-10-2016;22;October;2016;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;25;2;5;73;50;123;Small;Black;Carbon Fiber;3 Years;Manufacturer C;1;5.31;4;0;True;46.05;FedEx;Next Day;Basic;7 Days
23-10-2023;23;October;2023;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Medium;Blue;Plastic;Lifetime;Manufacturer C;1;4.29;8;26;False;46.74;Posti;Standard;Premium;30 Days
23-10-2016;23;October;2016;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Medium;Green;Steel;2 Years;Manufacturer B;3;6.26;1;4;True;63.23;UPS;Next Day;Premium;30 Days
03-12-2017;3;December;2017;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;15;10;25;Medium;Red;Carbon Fiber;2 Years;Manufacturer C;5;6.87;9;16;False;94.59;GLS;Express;None;No Return
03-12-2018;3;December;2018;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;46;32;78;Medium;Green;Carbon Fiber;1 Year;Manufacturer B;5;9.12;5;3;True;27.87;GLS;Standard;None;60 Days
03-12-2020;3;December;2020;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;6;4;10;Extra Large;Red;Plastic;1 Year;Manufacturer D;1;10.33;2;2;True;16.54;Posti;Next Day;None;60 Days
03-12-2022;3;December;2022;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;46;32;78;Large;White;Aluminum;1 Year;Manufacturer C;2;5.98;9;4;False;23.76;GLS;Same Day;Premium;30 Days
08-12-2014;8;December;2014;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;29;2;5;84;58;142;Medium;Black;Plastic;3 Years;Manufacturer B;4;2.24;8;7;True;89.26;UPS;Standard;Premium;7 Days
08-12-2019;8;December;2019;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;28;2;5;81;56;137;Medium;Black;Plastic;2 Years;Manufacturer D;2;6.87;3;19;False;66.35;UPS;Express;None;30 Days
14-12-2023;14;December;2023;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;7;2;5;20;14;34;Medium;Black;Aluminum;Lifetime;Manufacturer C;2;5.74;8;6;False;32.16;Posti;Same Day;Basic;7 Days
14-12-2019;14;December;2019;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;9;6;15;Extra Large;Red;Aluminum;2 Years;Manufacturer C;1;1.37;8;23;True;82.51;GLS;Express;Premium;7 Days
14-12-2022;14;December;2022;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;15;10;25;Medium;Blue;Plastic;3 Years;Manufacturer D;1;3.48;3;27;True;86.83;FedEx;Standard;Premium;30 Days
14-12-2020;14;December;2020;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;9;6;15;Extra Large;Green;Carbon Fiber;3 Years;Manufacturer A;1;6.52;8;3;False;85.42;UPS;Express;Premium;No Return
15-01-2021;15;January;2021;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;46;32;78;Large;Red;Plastic;Lifetime;Manufacturer B;1;8.52;5;8;False;92.3;FedEx;Next Day;None;30 Days
15-01-2022;15;January;2022;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;52;36;88;Medium;Green;Steel;2 Years;Manufacturer A;5;8.4;6;2;True;28.96;FedEx;Same Day;None;30 Days
25-03-2021;25;March;2021;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;9;6;15;Large;Red;Plastic;1 Year;Manufacturer B;1;3.58;5;2;False;76.73;Posti;Same Day;None;7 Days
25-03-2019;25;March;2019;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Large;White;Carbon Fiber;2 Years;Manufacturer B;5;3.85;9;9;False;48.75;Posti;Next Day;Basic;30 Days
01-05-2019;1;May;2019;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;38;26;64;Small;Black;Aluminum;1 Year;Manufacturer A;5;10.81;1;27;True;84.99;Posti;Express;Premium;30 Days
01-05-2017;1;May;2017;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;10;2;5;29;20;49;Large;Blue;Carbon Fiber;2 Years;Manufacturer A;1;5.45;7;21;False;74.21;DHL;Express;Premium;30 Days
11-06-2023;11;June;2023;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;30;2;5;87;60;147;Medium;Red;Plastic;1 Year;Manufacturer A;3;3.25;3;7;True;78.76;Posti;Next Day;Basic;60 Days
11-06-2016;11;June;2016;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;29;2;5;84;58;142;Extra Large;Green;Plastic;1 Year;Manufacturer B;4;7.07;9;27;False;67.34;DHL;Standard;None;No Return
11-06-2018;11;June;2018;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;30;2;5;87;60;147;Extra Large;White;Steel;3 Years;Manufacturer D;2;7.65;2;24;False;21.86;DHL;Express;None;60 Days
11-06-2021;11;June;2021;53;Adults (35-64);M;United States;California;Accessories;Bottles and Cages;Water Bottle - 30 oz.;26;2;5;75;52;127;Small;White;Carbon Fiber;2 Years;Manufacturer C;5;3.39;1;11;True;56.78;DHL;Same Day;None;7 Days
02-08-2017;2;August;2017;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;29;2;5;86;58;144;Extra Large;White;Steel;Lifetime;Manufacturer C;4;7.27;6;8;False;98.54;DHL;Next Day;Basic;30 Days
02-08-2013;2;August;2013;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;30;2;5;89;60;149;Large;Green;Steel;2 Years;Manufacturer A;3;11.35;5;5;True;94.05;FedEx;Express;Premium;7 Days
21-08-2022;21;August;2022;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Extra Large;Blue;Aluminum;Lifetime;Manufacturer C;2;2.98;2;22;True;9.1;Posti;Same Day;Premium;No Return
21-08-2020;21;August;2020;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;27;2;5;80;54;134;Extra Large;Blue;Carbon Fiber;3 Years;Manufacturer C;2;5.7;7;19;False;20.66;FedEx;Express;None;30 Days
21-08-2020;21;August;2020;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Large;White;Plastic;2 Years;Manufacturer C;5;1.97;5;7;False;17.51;UPS;Express;None;No Return
21-08-2020;21;August;2020;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;24;2;5;71;48;119;Medium;Blue;Aluminum;1 Year;Manufacturer A;1;3.62;3;24;True;73.97;DHL;Standard;None;60 Days
25-08-2016;25;August;2016;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;56;38;94;Medium;Blue;Steel;1 Year;Manufacturer D;3;6.77;8;2;False;82.69;DHL;Same Day;None;60 Days
25-08-2021;25;August;2021;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;56;38;94;Extra Large;Blue;Steel;Lifetime;Manufacturer D;5;14.63;2;27;True;25.28;FedEx;Standard;Premium;30 Days
30-12-2018;30;December;2018;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;22;2;5;65;44;109;Large;Black;Steel;1 Year;Manufacturer C;3;10.64;1;6;False;53.06;Posti;Standard;None;No Return
30-12-2015;30;December;2015;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Medium;White;Steel;1 Year;Manufacturer D;1;14.01;1;27;False;84.87;DHL;Next Day;Basic;7 Days
30-12-2019;30;December;2019;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;23;2;5;68;46;114;Large;Blue;Aluminum;1 Year;Manufacturer B;1;2.02;3;6;True;74.62;UPS;Same Day;Basic;60 Days
30-12-2015;30;December;2015;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;6;4;10;Small;Black;Plastic;2 Years;Manufacturer B;5;14.16;2;9;True;56.51;Posti;Same Day;Premium;60 Days
16-01-2020;16;January;2020;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;14;2;5;41;28;69;Large;Red;Aluminum;Lifetime;Manufacturer C;1;7.91;9;9;True;61.08;FedEx;Standard;None;30 Days
16-01-2018;16;January;2018;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;9;6;15;Medium;Blue;Steel;Lifetime;Manufacturer D;4;4.59;5;3;True;53.29;Posti;Standard;Premium;No Return
16-01-2015;16;January;2015;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;15;2;5;44;30;74;Small;Blue;Carbon Fiber;2 Years;Manufacturer A;2;12.75;3;18;False;33.27;DHL;Express;None;30 Days
16-01-2022;16;January;2022;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Extra Large;Blue;Steel;1 Year;Manufacturer D;5;9.22;9;27;False;58.68;Posti;Standard;None;30 Days
05-03-2015;5;March;2015;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;12;8;20;Small;Red;Plastic;3 Years;Manufacturer B;3;1.82;1;13;False;70.44;DHL;Standard;Premium;60 Days
05-03-2014;5;March;2014;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;9;6;15;Medium;White;Steel;3 Years;Manufacturer B;4;8.26;8;17;True;87.97;Posti;Same Day;None;7 Days
23-03-2020;23;March;2020;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;27;2;5;80;54;134;Medium;White;Aluminum;2 Years;Manufacturer B;5;9.81;9;22;False;65.45;Posti;Next Day;Premium;No Return
23-03-2019;23;March;2019;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;50;34;84;Extra Large;Black;Steel;1 Year;Manufacturer C;1;0.76;2;22;True;77.31;FedEx;Standard;Basic;60 Days
23-03-2021;23;March;2021;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;27;2;5;80;54;134;Small;Blue;Aluminum;2 Years;Manufacturer B;1;8.47;4;1;True;20.21;FedEx;Standard;Basic;No Return
23-03-2016;23;March;2016;52;Adults (35-64);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;47;32;79;Small;Black;Steel;1 Year;Manufacturer D;1;5.77;6;16;True;48.85;GLS;Next Day;Basic;No Return
14-08-2021;14;August;2021;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;7;2;5;20;14;34;Extra Large;Green;Plastic;1 Year;Manufacturer A;1;7.12;4;22;False;5.89;Posti;Express;None;7 Days
14-08-2018;14;August;2018;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;9;2;5;25;18;43;Medium;Red;Aluminum;2 Years;Manufacturer A;3;2.08;8;6;False;28.43;FedEx;Next Day;Premium;No Return
12-09-2017;12;September;2017;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;20;2;5;56;40;96;Medium;Blue;Plastic;2 Years;Manufacturer A;4;7.79;6;17;False;74.01;FedEx;Next Day;Basic;No Return
12-09-2020;12;September;2020;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;20;2;5;56;40;96;Medium;Red;Aluminum;Lifetime;Manufacturer B;2;14.78;9;10;True;99.22;UPS;Express;Basic;30 Days
28-11-2017;28;November;2017;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;6;2;5;17;12;29;Small;Black;Plastic;Lifetime;Manufacturer C;3;11.2;3;14;True;14.42;UPS;Same Day;None;No Return
28-11-2022;28;November;2022;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Medium;Black;Aluminum;3 Years;Manufacturer A;3;13.95;8;20;True;43.14;DHL;Express;None;30 Days
28-11-2019;28;November;2019;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;8;2;5;22;16;38;Large;Black;Aluminum;2 Years;Manufacturer C;2;4.52;3;3;True;81.01;DHL;Next Day;None;30 Days
28-11-2019;28;November;2019;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Large;Red;Plastic;1 Year;Manufacturer C;2;6.05;2;3;True;24.38;Posti;Standard;None;30 Days
25-01-2018;25;January;2018;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;20;2;5;56;40;96;Large;Black;Plastic;Lifetime;Manufacturer C;1;9.91;3;19;False;57.73;FedEx;Standard;Basic;No Return
25-01-2018;25;January;2018;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;10;2;5;28;20;48;Large;Blue;Carbon Fiber;3 Years;Manufacturer C;3;11.22;1;3;False;74.64;UPS;Standard;Basic;60 Days
25-01-2018;25;January;2018;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;48;34;82;Small;Blue;Aluminum;Lifetime;Manufacturer A;5;4.91;2;21;False;63.52;GLS;Next Day;None;No Return
25-01-2013;25;January;2013;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;12;2;5;34;24;58;Extra Large;Green;Steel;3 Years;Manufacturer A;2;5.54;9;27;True;22.86;DHL;Next Day;Premium;7 Days
13-02-2021;13;February;2021;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;50;36;86;Extra Large;Black;Steel;2 Years;Manufacturer A;2;2.41;1;12;False;38.76;GLS;Same Day;Premium;30 Days
13-02-2022;13;February;2022;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;50;36;86;Large;Blue;Steel;2 Years;Manufacturer C;4;10.34;7;12;True;79.46;GLS;Next Day;Premium;60 Days
22-03-2015;22;March;2015;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;28;2;5;78;56;134;Extra Large;Green;Steel;2 Years;Manufacturer A;5;5.55;1;18;True;57.65;GLS;Express;Basic;No Return
22-03-2023;22;March;2023;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;6;2;5;17;12;29;Large;Red;Plastic;1 Year;Manufacturer D;5;2.51;4;21;False;5.5;GLS;Standard;None;30 Days
22-03-2018;22;March;2018;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;28;2;5;78;56;134;Extra Large;Red;Carbon Fiber;2 Years;Manufacturer A;2;9.69;1;8;True;77.29;DHL;Next Day;Basic;30 Days
22-03-2021;22;March;2021;39;Adults (35-64);M;United Kingdom;England;Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;11;8;19;Medium;Blue;Carbon Fiber;1 Year;Manufacturer C;1;0.68;6;9;True;8.35;GLS;Next Day;None;30 Days
12-09-2018;12;September;2018;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;13;10;23;Medium;White;Aluminum;1 Year;Manufacturer B;4;14.28;3;23;True;75.84;GLS;Same Day;None;60 Days
12-09-2017;12;September;2017;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;10;2;5;27;20;47;Small;Red;Steel;Lifetime;Manufacturer B;5;9.79;8;20;True;24.24;DHL;Standard;Premium;60 Days
12-09-2013;12;September;2013;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;8;6;14;Large;Blue;Plastic;Lifetime;Manufacturer A;2;9.31;1;24;False;96.02;DHL;Standard;Premium;7 Days
12-09-2021;12;September;2021;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;29;22;51;Extra Large;Black;Steel;3 Years;Manufacturer B;5;9.88;8;2;False;39.95;DHL;Standard;None;No Return
12-10-2013;12;October;2013;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;29;22;51;Small;Green;Plastic;2 Years;Manufacturer A;4;5.09;5;3;False;36.06;GLS;Next Day;None;No Return
12-10-2020;12;October;2020;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;5;4;9;Large;Blue;Steel;Lifetime;Manufacturer A;4;3.88;7;10;False;19.14;Posti;Next Day;Basic;7 Days
12-10-2016;12;October;2016;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;34;26;60;Extra Large;Green;Aluminum;Lifetime;Manufacturer B;3;8.28;2;15;True;34.03;UPS;Standard;Basic;30 Days
12-10-2013;12;October;2013;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;5;4;9;Medium;Red;Plastic;2 Years;Manufacturer B;2;14.19;6;24;True;88.28;UPS;Next Day;None;60 Days
27-06-2017;27;June;2017;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;11;8;19;Medium;Black;Steel;1 Year;Manufacturer D;4;4.58;1;28;True;99.65;GLS;Standard;None;60 Days
27-06-2015;27;June;2015;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;5;4;9;Medium;Blue;Plastic;2 Years;Manufacturer A;3;10.89;5;3;True;39.99;GLS;Standard;Premium;30 Days
27-06-2013;27;June;2013;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Small;Green;Carbon Fiber;1 Year;Manufacturer B;3;14.61;7;13;False;47.62;FedEx;Same Day;Basic;60 Days
27-06-2015;27;June;2015;40;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;11;8;19;Large;Blue;Steel;2 Years;Manufacturer A;5;8.47;6;8;False;73.6;GLS;Same Day;None;30 Days
13-09-2018;13;September;2018;41;Adults (35-64);F;Germany;Nordrhein-Westfalen;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;42;36;78;Extra Large;Black;Plastic;2 Years;Manufacturer A;5;7.15;8;27;True;89.19;FedEx;Express;None;7 Days
13-09-2019;13;September;2019;41;Adults (35-64);F;Germany;Nordrhein-Westfalen;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;12;10;22;Large;Red;Aluminum;3 Years;Manufacturer D;3;11.35;4;16;True;61.34;UPS;Next Day;Basic;7 Days
13-09-2014;13;September;2014;41;Adults (35-64);F;Germany;Nordrhein-Westfalen;Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;45;38;83;Extra Large;Black;Plastic;3 Years;Manufacturer C;5;2.55;8;23;True;42.19;UPS;Same Day;None;60 Days
13-09-2022;13;September;2022;41;Adults (35-64);F;Germany;Nordrhein-Westfalen;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;7;6;13;Extra Large;Black;Steel;1 Year;Manufacturer B;4;0.98;3;2;False;44.2;Posti;Express;Basic;60 Days
10-01-2020;10;January;2020;41;Adults (35-64);F;Germany;Nordrhein-Westfalen;Accessories;Bottles and Cages;Water Bottle - 30 oz.;28;2;5;66;56;122;Small;Green;Aluminum;1 Year;Manufacturer B;1;5.6;4;3;True;71.08;Posti;Next Day;Premium;7 Days
10-01-2019;10;January;2019;41;Adults (35-64);F;Germany;Nordrhein-Westfalen;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;38;32;70;Extra Large;Black;Aluminum;3 Years;Manufacturer B;4;12.64;7;14;True;5.31;UPS;Same Day;Basic;60 Days
10-01-2020;10;January;2020;41;Adults (35-64);F;Germany;Nordrhein-Westfalen;Accessories;Bottles and Cages;Water Bottle - 30 oz.;29;2;5;68;58;126;Small;Black;Aluminum;1 Year;Manufacturer C;3;1.62;4;28;True;63.86;UPS;Express;Basic;7 Days
10-01-2020;10;January;2020;41;Adults (35-64);F;Germany;Nordrhein-Westfalen;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;38;32;70;Extra Large;White;Plastic;Lifetime;Manufacturer A;3;9.07;7;27;True;38.77;UPS;Express;Basic;No Return
27-07-2013;27;July;2013;41;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;45;34;79;Small;Red;Plastic;1 Year;Manufacturer B;4;1.25;7;28;True;80.45;DHL;Same Day;None;7 Days
27-07-2013;27;July;2013;41;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;45;34;79;Medium;Red;Carbon Fiber;1 Year;Manufacturer A;5;7.76;9;10;True;13.83;DHL;Standard;Premium;60 Days
06-09-2022;6;September;2022;41;Adults (35-64);F;Germany;Hamburg;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;48;36;84;Small;Blue;Aluminum;2 Years;Manufacturer C;5;2.39;7;4;False;60.88;Posti;Standard;None;No Return
